gate,min_p_touch,min_p_direction,distance_low,distance_high,target_fraction,stop_atr_mult,max_hold_bars,q_cohort,q_fraction,trades,win_rate,mean_r,median_r,total_r,profit_factor,max_drawdown_r,trade_sharpe,dsr,mean_r_cost_1_25x,mean_r_cost_1_50x,long_n,short_n,long_mean_r,short_mean_r,long_pf,short_pf,sectors_with_min_trades,top_sector,top_sector_trades,morning_mean_r,midday_mean_r,afternoon_mean_r,closing_mean_r,first_half_mean_r,second_half_mean_r,temporal_gap_r,temporal_stable,avg_bars_held,target_exit_rate,stop_exit_rate,time_exit_rate,mean_p_touch,mean_p_direction,mean_q,passes_min_filters
T>=0.75|D>=0.65|3-8ATR,0.75,0.65,3.0,8.0,0.6,1.0,12,all,1.0,570,0.4421052631578947,-0.22603473408148553,-0.970248349365904,-128.83979842644675,0.7167831539909982,-199.37387596448832,-0.14889243905022415,0.0,-0.3897359574192192,-0.5534371807569526,526,44,-0.20261813911160606,-0.5059694830395904,0.7414540352973515,0.47860610695402817,5,PHARMA,210,-0.26410098444673413,0.7861633586700676,-0.2812019302176035,,0.007698611987038912,-0.43345372993037484,0.44115234191741376,False,6.46140350877193,0.24561403508771928,0.48596491228070177,0.26842105263157895,0.8041783307634037,0.8493957415955707,0.43016622017119144,False
T>=0.75|D>=0.65|3-8ATR,0.75,0.65,3.0,8.0,0.6,1.0,12,top_50pct,0.5,285,0.45263157894736844,-0.22127893793156309,-0.9702326088995654,-63.064497310495476,0.7188334401608145,-101.79591411954556,-0.1479579000271363,0.0,-0.38579548103345873,-0.5503120241353543,265,20,-0.19389433999946348,-0.5841248605318825,0.749243052693437,0.3974455156841122,3,PHARMA,135,-0.30848023878722114,1.0087710624031172,-0.28411669088517505,,0.0707040749124333,-0.44939066671593525,0.5200947416283686,False,6.3087719298245615,0.24561403508771928,0.4842105263157895,0.27017543859649124,0.8028195964508276,0.8429708279402351,0.44185201906313687,False
T>=0.75|D>=0.65|3-8ATR,0.75,0.65,3.0,8.0,0.6,1.0,12,top_25pct,0.25,143,0.48951048951048953,-0.06095794195806001,-0.18131821972090847,-8.716985700002581,0.916252800995008,-49.76567161567857,-0.03887539897106362,2.2722371712592142e-297,-0.23428264439543378,-0.40760734683280736,134,9,-0.0028371072287829723,-0.9263125923717414,0.9959815001247585,0.12071434287809023,2,PHARMA,58,0.05418709162132057,1.2963206037898773,-0.29574887561119134,,0.2962037908325044,-0.4131590951265333,0.7093628859590377,False,6.503496503496503,0.3146853146853147,0.42657342657342656,0.25874125874125875,0.8004929352674127,0.8392117792584802,0.45108268802998036,False
T>=0.75|D>=0.65|3-8ATR,0.75,0.65,3.0,8.0,0.6,1.0,12,top_10pct,0.1,57,0.5087719298245614,-0.13542435946472747,0.09487091670014956,-7.719188489489466,0.8215996257901351,-23.436272338370983,-0.0867269897153318,1.7071679886156778e-119,-0.3155360694041934,-0.4956477793436593,48,9,0.012867184205337612,-0.9263125923717414,1.0182796548048718,0.12071434287809023,0,IT,26,0.2931101098387746,0.8997873920421107,-0.4162546630506748,,0.4509036152562848,-0.6631195367136385,1.1140231519699233,False,5.894736842105263,0.3157894736842105,0.47368421052631576,0.21052631578947367,0.7932249003975412,0.8188027183597788,0.45614543783401224,False
T>=0.75|D>=0.65|3-8ATR,0.75,0.65,3.0,8.0,0.6,1.0,12,top_5pct,0.05,29,0.4827586206896552,-0.17668390527824457,-0.0818839591652342,-5.123833253069092,0.7752442462272416,-13.757662663383828,-0.11455516301249517,5.874753569605507e-62,-0.34881715348026116,-0.5209504016822775,22,7,0.16580857434901367,-1.2530888412496275,1.273940442749137,0.07485498236203915,0,IT,23,0.6168110380101564,-0.0818839591652342,-0.6956982771773869,,0.1872457316493516,-0.6922508909256724,0.879496622575024,False,4.931034482758621,0.41379310344827586,0.4827586206896552,0.10344827586206896,0.7908468532182852,0.8094842564033451,0.4608547264443648,False
T>=0.80|D>=0.55|3-8ATR,0.8,0.55,3.0,8.0,0.6,1.0,12,all,1.0,393,0.33078880407124683,-0.5801681168970122,-1.3708417646712996,-228.0060699405258,0.4018477908855918,-230.56754793240154,-0.41659975598110327,0.0,-0.7659549434382683,-0.9517417699795244,362,31,-0.5661893406342606,-0.7434041493846277,0.40774950688562145,0.34368153883435204,4,AUTO,141,-0.42373901721029117,-0.8280819136193068,-0.6368601430977763,,-0.29881910417579377,-0.7693304318329802,0.47051132765718645,False,6.150127226463105,0.183206106870229,0.5572519083969466,0.2595419847328244,0.8381288560369586,0.7919004080651365,0.42773457334499604,False
T>=0.80|D>=0.55|3-8ATR,0.8,0.55,3.0,8.0,0.6,1.0,12,top_50pct,0.5,197,0.350253807106599,-0.4985973884682707,-1.2688986318138478,-98.22368552824932,0.4737635892812006,-110.10500111323685,-0.3444502185480962,0.0,-0.6834090019936903,-0.8682206155191098,179,18,-0.4602798160505763,-0.8796443586220103,0.5025963034916362,0.24648108024958879,3,PHARMA,84,-0.32449003493788636,-0.5989925671733319,-0.5861190549457532,,-0.18103801617365753,-0.6697817375958356,0.48874372142217803,False,5.903553299492386,0.2131979695431472,0.5482233502538071,0.23857868020304568,0.8352758484932583,0.7910373051900309,0.44119061719510644,False
T>=0.80|D>=0.55|3-8ATR,0.8,0.55,3.0,8.0,0.6,1.0,12,top_25pct,0.25,99,0.2828282828282828,-0.5776220151185931,-1.4573899080167587,-57.18457949674072,0.44836171501280153,-71.9270893980522,-0.37528337114333377,1.195440144292781e-168,-0.7782396758297647,-0.9788573365409365,89,10,-0.4836588296559924,-1.4138943657357383,0.5163583791507582,0.03554367403824787,1,PHARMA,41,-0.41357688625165395,,-0.6559719274132506,,-0.06233563254271933,-0.9125581637929111,0.8502225312501918,False,5.616161616161616,0.23232323232323232,0.5757575757575758,0.1919191919191919,0.8352079149068827,0.7805032393828853,0.45063704991692516,False
T>=0.80|D>=0.55|3-8ATR,0.8,0.55,3.0,8.0,0.6,1.0,12,top_10pct,0.1,40,0.25,-0.688577767300236,-1.370439405673979,-27.543110692009442,0.37215153413364777,-35.82963941822229,-0.45956413615021735,5.229978034319639e-60,-0.9161610494794596,-1.143744331658683,32,8,-0.47065187906900513,-1.5602813202251598,0.5201529222799824,0.0,0,IT,14,0.2673598853453499,,-0.8572726471788689,,-0.011222828883086788,-0.9143627467726191,0.9031399178895323,False,5.55,0.175,0.525,0.3,0.8298859646694184,0.7148527510841722,0.455513563085557,False
T>=0.80|D>=0.55|3-8ATR,0.8,0.55,3.0,8.0,0.6,1.0,12,top_5pct,0.05,20,0.3,-0.7387121934319758,-1.6486696628997666,-14.774243868639516,0.35304349939069707,-20.738394765214302,-0.48169457175959735,4.063095262658165e-32,-0.9550887582132267,-1.1714653229944771,14,6,-0.34763731833204137,-1.6512202353318228,0.6235716157241,0.0,0,IT,14,0.9990486080167775,,-1.0453758642758735,,0.16197237575934284,-1.0389403831624153,1.200912758921758,False,4.65,0.25,0.6,0.15,0.8310840410916068,0.7139074026251806,0.46011806107080017,False
