label,n,win_rate,mean_r,median_r,profit_factor,max_drawdown_r,trade_sharpe,dsr,kind,actual_vs_shuffle_p_value
shuffled_direction_263,434,0.5023041474654378,0.18512318027764793,0.10248709771727962,1.3807265996433082,-31.478152297200552,0.14089074209067498,0.0,shuffled_direction_null,0.0
shuffled_direction_264,434,0.5184331797235023,0.24693135990759232,0.4257016890383043,1.5333134988509598,-31.095798214114378,0.1864469277142505,0.0,shuffled_direction_null,0.0
shuffled_direction_265,434,0.5207373271889401,0.20797054773308973,0.38202985581018023,1.4488998157708355,-33.09849378398887,0.16128790765459738,0.0,shuffled_direction_null,0.0
shuffled_direction_266,434,0.5184331797235023,0.21586922651054383,0.272335302043731,1.465255815153023,-41.35611985754906,0.16601682767114403,0.0,shuffled_direction_null,0.0
shuffled_direction_267,434,0.5207373271889401,0.2468453074298571,0.20654146153106895,1.5315696205309326,-32.594166857698,0.18483961113054004,0.0,shuffled_direction_null,0.0
shuffled_direction_268,434,0.5092165898617511,0.18719961235099652,0.20370433973843166,1.3928723906611273,-34.1255566996673,0.14445524254978173,0.0,shuffled_direction_null,0.0
shuffled_direction_269,434,0.5230414746543779,0.24031566691260925,0.3392068046578032,1.5200295426689312,-29.936427078421843,0.1818681475722988,0.0,shuffled_direction_null,0.0
shuffled_direction_270,434,0.5138248847926268,0.207363383673911,0.20429344791801374,1.432471662837332,-36.300830457310674,0.15705204132387282,0.0,shuffled_direction_null,0.0
shuffled_direction_271,434,0.5230414746543779,0.23658539219005414,0.42831664283056914,1.5002250251173896,-36.821190506716874,0.1777769436325573,0.0,shuffled_direction_null,0.0
shuffled_direction_272,434,0.5092165898617511,0.22353965595016362,0.20252779872675553,1.4757106951759675,-30.34007735366125,0.16838520607663623,0.0,shuffled_direction_null,0.0
shuffled_direction_273,434,0.4976958525345622,0.17585712661422595,-0.005858880450537167,1.3625143087555658,-33.04159457146952,0.1345067474094365,0.0,shuffled_direction_null,0.0
shuffled_direction_274,434,0.5161290322580645,0.22777334310273306,0.20538562836040933,1.490036753100382,-31.594300779939516,0.17292289467403682,0.0,shuffled_direction_null,0.0
shuffled_direction_275,434,0.5069124423963134,0.18354433472341106,0.15616662291268527,1.3826188042533403,-30.580666721528644,0.14078455237780993,0.0,shuffled_direction_null,0.0
shuffled_direction_276,434,0.5138248847926268,0.21266951924693853,0.20654146153106895,1.4453794590341373,-36.78015902757311,0.16097062871362053,0.0,shuffled_direction_null,0.0
shuffled_direction_277,434,0.4976958525345622,0.19742668696421778,-0.006008185824947811,1.4058793239468124,-34.028732854036726,0.14807388924300605,0.0,shuffled_direction_null,0.0
shuffled_direction_278,434,0.511520737327189,0.1885728752724214,0.20333038346305696,1.388738066217211,-42.809616782168646,0.14313178218070954,0.0,shuffled_direction_null,0.0
shuffled_direction_279,434,0.5207373271889401,0.22926312699424417,0.38202985581018023,1.4855632371342526,-27.997854172304514,0.17266700636530447,0.0,shuffled_direction_null,0.0
shuffled_direction_280,434,0.5391705069124424,0.25635900887248125,0.43711858474782184,1.5603013448973564,-37.01517507079308,0.194227378551649,0.0,shuffled_direction_null,0.0
shuffled_direction_281,434,0.5299539170506913,0.22770882570956114,0.42831664283056914,1.480730604210115,-32.6001546802149,0.1712277644937888,0.0,shuffled_direction_null,0.0
shuffled_direction_282,434,0.5253456221198156,0.2603178176049877,0.33837866463757593,1.5801537911856178,-24.9844809776795,0.19795017603564533,0.0,shuffled_direction_null,0.0
shuffled_direction_283,434,0.5345622119815668,0.2576642604652008,0.43711858474782184,1.578721851158996,-30.62105201554874,0.19828303401872588,0.0,shuffled_direction_null,0.0
shuffled_direction_284,434,0.511520737327189,0.22288229874539944,0.206074137975517,1.4785433265867969,-30.79835683849432,0.16970528764706083,0.0,shuffled_direction_null,0.0
shuffled_direction_285,434,0.5138248847926268,0.19090638411440491,0.20429344791801374,1.4013032455704517,-33.163877721406976,0.14702149954077046,0.0,shuffled_direction_null,0.0
shuffled_direction_286,434,0.5161290322580645,0.22615546433053332,0.20479652018082725,1.4786598084445657,-32.22325403592798,0.17039989856045956,0.0,shuffled_direction_null,0.0
shuffled_direction_287,434,0.5184331797235023,0.24182083418649802,0.4257016890383043,1.5131331774958123,-33.31084912979514,0.181133014011022,0.0,shuffled_direction_null,0.0
shuffled_direction_288,434,0.5161290322580645,0.22299795270729292,0.20654146153106895,1.466247746904361,-37.575239985530935,0.1672724895722851,0.0,shuffled_direction_null,0.0
shuffled_direction_289,434,0.5046082949308756,0.2154434694730189,0.10248709771727962,1.4531784328710553,-36.05811471050956,0.16191790351716218,0.0,shuffled_direction_null,0.0
shuffled_direction_290,434,0.5069124423963134,0.2101386664614842,0.20252779872675553,1.4477887798371825,-29.960413198736852,0.1599916928834371,0.0,shuffled_direction_null,0.0
shuffled_direction_291,434,0.5138248847926268,0.20578160374179089,0.20538562836040933,1.4222156291312926,-37.43134762506774,0.15392308644232236,0.0,shuffled_direction_null,0.0
shuffled_direction_292,434,0.5299539170506913,0.25778302119269403,0.42572611886910894,1.5709571207746624,-27.000624645919316,0.19689063986209035,0.0,shuffled_direction_null,0.0
shuffled_direction_293,434,0.5,0.1858828988493935,0.02993004085048615,1.3823296934177556,-32.47919878544627,0.1405344775946027,0.0,shuffled_direction_null,0.0
shuffled_direction_294,434,0.5207373271889401,0.23181117895886988,0.3392068046578032,1.4916724605782163,-30.41615846564071,0.17476850024194004,0.0,shuffled_direction_null,0.0
shuffled_direction_295,434,0.5345622119815668,0.27391501287447345,0.4338202562681657,1.601800641391323,-29.758855290668645,0.20571071481178585,0.0,shuffled_direction_null,0.0
shuffled_direction_296,434,0.532258064516129,0.24091501543596483,0.42831664283056914,1.525944331505948,-28.875091898278757,0.18382360314158894,0.0,shuffled_direction_null,0.0
shuffled_direction_297,434,0.5230414746543779,0.23447713402799364,0.4257016890383043,1.5056621276189395,-29.218796400600297,0.17892427464888677,0.0,shuffled_direction_null,0.0
shuffled_direction_298,434,0.5161290322580645,0.2000624596690207,0.2043291966252753,1.4252525928227204,-32.736924581907004,0.15384599438924748,0.0,shuffled_direction_null,0.0
shuffled_direction_299,434,0.5138248847926268,0.21299686959899367,0.272335302043731,1.441640837209517,-30.82739262910594,0.16032321437961536,0.0,shuffled_direction_null,0.0
shuffled_direction_300,434,0.5184331797235023,0.21153507268244054,0.33837866463757593,1.45106125570563,-29.320271070106045,0.16254437693535792,0.0,shuffled_direction_null,0.0
shuffled_direction_301,434,0.5161290322580645,0.22230829333759913,0.2043291966252753,1.4748772504040837,-34.24057187836337,0.16859799217273455,0.0,shuffled_direction_null,0.0
shuffled_direction_302,434,0.5299539170506913,0.21117280600635494,0.4231111650768441,1.4501477796153392,-30.264011037515615,0.16268165496379447,0.0,shuffled_direction_null,0.0
shuffled_direction_303,434,0.5391705069124424,0.285583284260719,0.43988371785104197,1.6289849786476767,-24.179947641145606,0.21328575302057776,0.0,shuffled_direction_null,0.0
shuffled_direction_304,434,0.5184331797235023,0.19338966602102492,0.27164679242862333,1.4059256160222084,-32.324628248893944,0.14877912182373035,0.0,shuffled_direction_null,0.0
shuffled_direction_305,434,0.5391705069124424,0.27546201927926084,0.4415974843406012,1.6132940244376746,-29.0782927408193,0.20939734187310585,0.0,shuffled_direction_null,0.0
shuffled_direction_306,434,0.5023041474654378,0.19402198529249454,0.07827986265277187,1.40593808305538,-37.32674761204617,0.14729338458562652,0.0,shuffled_direction_null,0.0
shuffled_direction_307,434,0.5138248847926268,0.198331811366987,0.2043291966252753,1.415713472196829,-32.14451825773867,0.1508989303896605,0.0,shuffled_direction_null,0.0
shuffled_direction_308,434,0.5207373271889401,0.2493636459630787,0.272335302043731,1.5395488281207002,-33.709492257466714,0.18668085607097804,0.0,shuffled_direction_null,0.0
shuffled_direction_309,434,0.5276497695852534,0.2521500874976019,0.38202985581018023,1.562246418996272,-34.2645843045147,0.1930567782423499,0.0,shuffled_direction_null,0.0
shuffled_direction_310,434,0.5184331797235023,0.23379178827427036,0.27164679242862333,1.502816487260801,-29.756920230136696,0.17674222343724116,0.0,shuffled_direction_null,0.0
shuffled_direction_311,434,0.5276497695852534,0.22511253781622856,0.4231111650768441,1.496021503304472,-28.858958526241015,0.17474732407354426,0.0,shuffled_direction_null,0.0
shuffled_direction_312,434,0.5138248847926268,0.20915195933328132,0.20538562836040933,1.4339250582278256,-33.17253260934823,0.15739307472122188,0.0,shuffled_direction_null,0.0
shuffled_direction_313,434,0.532258064516129,0.25048537569249907,0.42831664283056914,1.5496990466573195,-34.039745027068335,0.19133992612455042,0.0,shuffled_direction_null,0.0
shuffled_direction_314,434,0.5230414746543779,0.23409822757345944,0.34014483635409376,1.5186495696493405,-30.341131618473533,0.1807480387262623,0.0,shuffled_direction_null,0.0
shuffled_direction_315,434,0.511520737327189,0.19393033295194603,0.20333038346305696,1.4009485485079956,-28.781456930344298,0.14762419096986715,0.0,shuffled_direction_null,0.0
shuffled_direction_316,434,0.5138248847926268,0.1988925597590973,0.20479652018082725,1.4140782809201877,-34.81131372355816,0.1508583107220041,0.0,shuffled_direction_null,0.0
shuffled_direction_317,434,0.5184331797235023,0.20592304961266886,0.20654146153106895,1.4275881396617558,-35.16634483618778,0.15552201111020053,0.0,shuffled_direction_null,0.0
shuffled_direction_318,434,0.5345622119815668,0.26322264170177817,0.43711858474782184,1.5706392781207599,-29.43759619784124,0.19731869264895016,0.0,shuffled_direction_null,0.0
shuffled_direction_319,434,0.5345622119815668,0.2717730552444893,0.4415974843406012,1.5944997486891541,-29.25069083732392,0.203589367285152,0.0,shuffled_direction_null,0.0
shuffled_direction_320,434,0.5092165898617511,0.21056273793518412,0.20333038346305696,1.4446793506448574,-34.536087191663626,0.16040689282171844,0.0,shuffled_direction_null,0.0
shuffled_direction_321,434,0.5368663594470046,0.2561444282497601,0.43711858474782184,1.5546194402114153,-36.171351003031724,0.19366953996603667,0.0,shuffled_direction_null,0.0
shuffled_direction_322,434,0.5138248847926268,0.2066475396479868,0.20538562836040933,1.4297915819066913,-34.652570515768716,0.15616384532850386,0.0,shuffled_direction_null,0.0
shuffled_direction_323,434,0.5230414746543779,0.23123544141374355,0.34014483635409376,1.5013851153825246,-29.450320869364116,0.17616494797566204,0.0,shuffled_direction_null,0.0
shuffled_direction_324,434,0.511520737327189,0.21191367720382612,0.20370433973843166,1.4478464986287585,-32.79994920979362,0.1610386030687338,0.0,shuffled_direction_null,0.0
shuffled_direction_325,434,0.5299539170506913,0.24580012600863524,0.4231111650768441,1.541132976835808,-25.61782274182588,0.18763961420896996,0.0,shuffled_direction_null,0.0
shuffled_direction_326,434,0.5253456221198156,0.24757507352466834,0.42572611886910894,1.5372056333626876,-28.89844215081418,0.18715542770742566,0.0,shuffled_direction_null,0.0
shuffled_direction_327,434,0.5069124423963134,0.2160531867230357,0.20333038346305696,1.4516608484368492,-34.84506952628767,0.1616698090255175,0.0,shuffled_direction_null,0.0
shuffled_direction_328,434,0.5161290322580645,0.2166862782001607,0.20538562836040933,1.4553121911643263,-36.89442579314626,0.16342340254757212,0.0,shuffled_direction_null,0.0
shuffled_direction_329,434,0.5207373271889401,0.2124081408016935,0.2732733337400215,1.464716783641165,-32.59222993638859,0.16495012106826754,0.0,shuffled_direction_null,0.0
shuffled_direction_330,434,0.5161290322580645,0.21715049327891442,0.20654146153106895,1.4574505537537787,-35.64798919062205,0.16406850606932097,0.0,shuffled_direction_null,0.0
shuffled_direction_331,434,0.5345622119815668,0.24925714235525295,0.42572611886910894,1.546384221711111,-25.74995744320188,0.18996152720892975,0.0,shuffled_direction_null,0.0
shuffled_direction_332,434,0.5092165898617511,0.20706057398484393,0.20286600629486867,1.4298817275149527,-30.68078094700753,0.15654330884385248,0.0,shuffled_direction_null,0.0
shuffled_direction_333,434,0.5253456221198156,0.22362357181229972,0.42572611886910894,1.4805781925204162,-30.41722959941958,0.17151277149516614,0.0,shuffled_direction_null,0.0
shuffled_direction_334,434,0.5046082949308756,0.18589560141208022,0.10248709771727962,1.3841992090963984,-32.52239000809897,0.14141219493318713,0.0,shuffled_direction_null,0.0
shuffled_direction_335,434,0.5253456221198156,0.20249395671918735,0.38202985581018023,1.425755098422362,-28.231567060633978,0.15496284945723904,0.0,shuffled_direction_null,0.0
shuffled_direction_336,434,0.5046082949308756,0.1719731035073292,0.10248709771727962,1.3433520608442273,-35.84880262911764,0.12888975553467563,0.0,shuffled_direction_null,0.0
shuffled_direction_337,434,0.5161290322580645,0.22397636316664477,0.206074137975517,1.4771033024080025,-33.82398920575193,0.16900813385102742,0.0,shuffled_direction_null,0.0
shuffled_direction_338,434,0.5184331797235023,0.22758133056465463,0.34014483635409376,1.4833482172341184,-37.344086690162754,0.17229010668439043,0.0,shuffled_direction_null,0.0
shuffled_direction_339,434,0.5253456221198156,0.24371407895679578,0.34014483635409376,1.5280514586076124,-37.76031386125858,0.18447733837402844,0.0,shuffled_direction_null,0.0
shuffled_direction_340,434,0.5276497695852534,0.21319570278291874,0.42869539944297474,1.4504446440084675,-33.281824159466204,0.16310691314627374,0.0,shuffled_direction_null,0.0
shuffled_direction_341,434,0.5069124423963134,0.17874130587951023,0.20252779872675553,1.360404624650623,-31.004776404068636,0.1348453209839934,0.0,shuffled_direction_null,0.0
shuffled_direction_342,434,0.5069124423963134,0.19683118283806741,0.20252779872675553,1.414089909313243,-32.252092236157694,0.1504206192990835,0.0,shuffled_direction_null,0.0
shuffled_direction_343,434,0.5230414746543779,0.23994198711673415,0.34014483635409376,1.5109593478955974,-28.76128338313227,0.18003066612786367,0.0,shuffled_direction_null,0.0
shuffled_direction_344,434,0.5276497695852534,0.21812261775233618,0.381201715789953,1.4694861214237052,-32.821826864908815,0.16780111043539533,0.0,shuffled_direction_null,0.0
shuffled_direction_345,434,0.5161290322580645,0.21992954864516615,0.2043291966252753,1.4630787701557135,-34.43744134717095,0.165528498674508,0.0,shuffled_direction_null,0.0
shuffled_direction_346,434,0.5230414746543779,0.23581549284366946,0.38202985581018023,1.514050744807954,-33.879462997691704,0.1800636210044579,0.0,shuffled_direction_null,0.0
shuffled_direction_347,434,0.5184331797235023,0.21098203278044336,0.272335302043731,1.4391930123917789,-32.20140966122571,0.15956220352830397,0.0,shuffled_direction_null,0.0
shuffled_direction_348,434,0.5138248847926268,0.21067334530544932,0.20370433973843166,1.4443838052230256,-30.90179705119934,0.15944499084971628,0.0,shuffled_direction_null,0.0
