scenario,description,q_cohort,q_fraction,trades,win_rate,mean_r,median_r,profit_factor,max_drawdown_r,trade_sharpe,dsr,mean_r_cost_1_25x,mean_r_cost_1_50x,first_half_n,second_half_n,first_half_mean_r,second_half_mean_r,temporal_gap_r,long_n,short_n,sectors_with_30_trades,top_sector,top_sector_trades,morning_trades,midday_trades,afternoon_trades,target_exit_rate,stop_exit_rate,time_exit_rate,focused_survives,strict_ready
long_ex_banking_it,"Long-only, exclude BANKING and IT",top_10pct,0.1,44,0.5227272727272727,0.296465813358514,0.20286600629486867,1.584052489276293,-9.574371796980053,0.19824389466192163,9.449055944991281e-90,0.20075296338450377,0.10504011341049348,16,28,0.3916006542905561,0.2421030471116328,0.14949760717892333,44,0,1,PHARMA,36,11,4,29,0.29545454545454547,0.29545454545454547,0.4090909090909091,False,False
long_auto_pharma_fmcg,Long-only AUTO + PHARMA + FMCG,top_10pct,0.1,44,0.5227272727272727,0.296465813358514,0.20286600629486867,1.584052489276293,-9.574371796980053,0.19824389466192163,9.449055944991281e-90,0.20075296338450377,0.10504011341049348,16,28,0.3916006542905561,0.2421030471116328,0.14949760717892333,44,0,1,PHARMA,36,11,4,29,0.29545454545454547,0.29545454545454547,0.4090909090909091,False,False
pharma_only,PHARMA sector only,top_10pct,0.1,22,0.5,0.2892645839507088,-0.09540555773676203,1.5506440378435296,-6.059093640788003,0.18257201795288375,1.298306615366656e-46,0.19869828378286963,0.10813198361503039,5,17,0.19061320858309933,0.3182796943529469,0.12766648576984757,21,1,0,PHARMA,22,7,2,13,0.3181818181818182,0.2727272727272727,0.4090909090909091,False,False
all,Baseline best marginal cell,all,1.0,600,0.5283333333333333,0.2215718781502211,0.11387893628447877,1.4926615187617664,-37.48349593805919,0.1711602708997197,0.0,0.13063779169874115,0.03970370524726116,271,329,0.35449335498726103,0.11208336683460456,0.24240998815265646,541,59,5,PHARMA,214,218,28,354,0.25833333333333336,0.2683333333333333,0.47333333333333333,False,False
fmcg_only,FMCG sector only,all,1.0,48,0.5625,0.21992225906146745,0.5483859943124572,1.3971418803422808,-20.174988109983364,0.15430308916394606,3.6752782871655183e-94,0.12284675822791193,0.025771257394356466,43,5,0.2258269857513217,0.1691416095287215,0.0566853762226002,39,9,1,FMCG,48,17,0,31,0.1875,0.375,0.4375,False,False
pharma_only,PHARMA sector only,top_50pct,0.5,107,0.4766355140186916,0.20838195896958672,-0.014117091070113727,1.412251125402064,-19.083388733254466,0.15010998036565787,2.1450183254433894e-223,0.1253571313695659,0.042332303769545096,25,82,0.13766232976008339,0.22994282153345966,0.09228049177337627,106,1,1,PHARMA,107,45,11,51,0.32710280373831774,0.2897196261682243,0.38317757009345793,False,False
fmcg_only,FMCG sector only,top_50pct,0.5,24,0.5416666666666666,0.19987467063143624,0.8966791254108857,1.3779462256109762,-8.068102549031636,0.1490137623433186,2.0836394924597145e-46,0.0863425370070336,-0.027189596617368982,20,4,0.27369878643388507,-0.16924590838080766,0.44294469481469273,16,8,0,FMCG,24,4,0,20,0.25,0.3333333333333333,0.4166666666666667,False,False
pharma_only,PHARMA sector only,top_25pct,0.25,54,0.46296296296296297,0.19748345549013682,-0.46810072333526886,1.343955628172873,-11.638244290120287,0.12924923974801966,1.8337619700658323e-114,0.1096405084542247,0.02179756141831257,11,43,0.13946771105232142,0.21232469243934535,0.07285698138702393,53,1,1,PHARMA,54,22,5,27,0.3333333333333333,0.3333333333333333,0.3333333333333333,False,False
all,Baseline best marginal cell,top_10pct,0.1,60,0.5666666666666667,0.19694363394240147,0.17697668476240086,1.4710372572543746,-13.764866165472204,0.16348710158331595,1.2865357118870207e-119,0.09107638554972992,-0.014790862842941666,27,33,0.7630266768404639,-0.2662152193378313,1.0292418961782952,45,15,1,IT,31,16,2,42,0.3,0.2,0.5,False,False
pharma_only,PHARMA sector only,all,1.0,214,0.49065420560747663,0.15937115052938464,-0.010800548175046103,1.335864007692379,-32.773217804348434,0.12442842580915726,0.0,0.0765612279398637,-0.006248694649657251,60,154,0.11167676321437435,0.17795337935341468,0.06627661613904033,208,6,1,PHARMA,214,78,18,118,0.2757009345794392,0.27102803738317754,0.4532710280373832,False,False
pharma_only,PHARMA sector only,top_5pct,0.05,11,0.45454545454545453,0.10619203727797372,-0.3928745370320913,1.2048039158147468,-2.729111898415333,0.07782875160274796,1.0508316658055002e-23,0.011286180860191014,-0.08361967555759157,3,8,-0.2616134174063405,0.24411908278459155,0.5057325001909321,10,1,0,PHARMA,11,4,0,7,0.2727272727272727,0.18181818181818182,0.5454545454545454,False,False
long_morning_ex_banking_it,"Long-only morning, exclude BANKING and IT",top_5pct,0.05,9,0.3333333333333333,0.06583345770907309,-0.3928745370320913,1.1278643835321578,-3.3846691386866157,0.04713746667144032,1.2473081066310055e-19,0.0046680245146570876,-0.05649740867975909,2,7,0.2261311745150768,0.02003411005021489,0.20609706446486192,9,0,0,PHARMA,9,9,0,0,0.2222222222222222,0.3333333333333333,0.4444444444444444,False,False
afternoon_only,Entries in afternoon window only,top_25pct,0.25,89,0.5056179775280899,0.04514323958938056,0.04233667083712233,1.0897316318212222,-13.56604897244202,0.03607471065928647,1.2320219507210613e-191,-0.06852093481286667,-0.1821851092151139,50,39,0.3244168845483418,-0.31289989497339027,0.637316779521732,73,16,0,PHARMA,28,0,0,89,0.16853932584269662,0.2696629213483146,0.5617977528089888,False,False
afternoon_only,Entries in afternoon window only,top_50pct,0.5,177,0.4971751412429379,0.0043488614780709456,-0.045354512824156534,1.0088311474799831,-22.08083909558252,0.0036685896729538245,0.0,-0.10153931461822935,-0.20742749071452968,94,83,0.10400321947418716,-0.10851270058981978,0.21251592006400694,152,25,3,PHARMA,67,0,0,177,0.1638418079096045,0.2711864406779661,0.5649717514124294,False,False
all,Baseline best marginal cell,top_5pct,0.05,30,0.4666666666666667,0.0010652586457586637,-0.2270557730012662,1.0020411873917017,-13.764866165472203,0.0008764931406599783,6.491933116721033e-65,-0.10303022389982451,-0.2071257064454077,15,15,0.3760656245134104,-0.37393510722189305,0.7500007317353035,20,10,0,IT,24,10,2,18,0.3333333333333333,0.26666666666666666,0.4,False,False
afternoon_only,Entries in afternoon window only,all,1.0,354,0.4830508474576271,-7.503003188805821e-05,-0.062446257022551445,0.9998442963578862,-42.79990603802414,-6.480424927360062e-05,0.0,-0.10360508058506569,-0.20713513113824333,194,160,0.13612417259129828,-0.16521656321250147,0.3013407358037997,310,44,4,AUTO,119,0,0,354,0.15819209039548024,0.2627118644067797,0.5790960451977402,False,False
afternoon_only,Entries in afternoon window only,top_10pct,0.1,36,0.5277777777777778,-0.013653938085474437,0.046977752175894553,0.9702218515216463,-10.837721400452923,-0.012893774656231542,1.5391491044858525e-78,-0.13860387526091564,-0.26355381243635684,15,21,0.4226657968729826,-0.32531089162722937,0.7479766885002119,23,13,0,IT,20,0,0,36,0.19444444444444445,0.2222222222222222,0.5833333333333334,False,False
it_only,IT sector only,top_50pct,0.5,47,0.46808510638297873,-0.05939572572463332,-0.12329710201707357,0.8735950583255396,-16.249320906728233,-0.05498886163454187,1.2997218902815377e-102,-0.162707583199203,-0.2660194406737727,19,28,0.639134223536255,-0.5333981912945218,1.1725324148307767,31,16,1,IT,47,12,3,32,0.2553191489361702,0.23404255319148937,0.5106382978723404,False,False
banking_only,BANKING sector only,top_10pct,0.1,5,0.2,-0.1343133012711574,-0.5145495656720188,0.7766107964396107,-2.9609076325809194,-0.09147996207445247,8.446673001748336e-10,-0.2310147809778816,-0.327716260684606,2,3,-0.27995203924808765,-0.037220809286537225,0.24273122996155042,5,0,0,BANKING,5,3,0,2,0.2,0.4,0.4,False,False
it_only,IT sector only,top_10pct,0.1,10,0.3,-0.15067982882853195,-0.4652312055406064,0.6666218139378846,-3.644565935185703,-0.1739339881687283,6.730357655294902e-21,-0.24775489720820607,-0.3448299655878801,7,3,-0.06505816698528934,-0.3504637064627649,0.2854055394774756,7,3,0,IT,10,3,0,7,0.3,0.1,0.6,False,False
it_only,IT sector only,all,1.0,94,0.425531914893617,-0.15456930687210024,-0.31846343000507626,0.7070736807690217,-26.029609954880762,-0.14145226002697606,2.620505754682533e-200,-0.24829804003335593,-0.3420267731946117,36,58,0.2577154490926119,-0.41047018988468015,0.668185638977292,65,29,1,IT,94,31,6,57,0.2127659574468085,0.2978723404255319,0.48936170212765956,False,False
it_only,IT sector only,top_25pct,0.25,24,0.4166666666666667,-0.15486649628094326,-0.33755073011301673,0.735015743803013,-13.010574118408782,-0.13367312589773048,4.9759965892099236e-54,-0.2631586679193426,-0.371450839557742,12,12,0.5354853849933481,-0.8452183775552345,1.3807037625485825,14,10,0,IT,24,7,2,15,0.3333333333333333,0.2916666666666667,0.375,False,False
banking_only,BANKING sector only,all,1.0,50,0.36,-0.16228810081699774,-0.8494987170637818,0.7548243583159644,-17.906352173435305,-0.11934899623091963,1.186485054204829e-103,-0.2615019705205563,-0.36071584022411474,7,43,0.21213075592281094,-0.22324000772812938,0.4353707636509403,36,14,1,BANKING,50,20,1,29,0.2,0.5,0.3,False,False
banking_only,BANKING sector only,top_50pct,0.5,25,0.32,-0.3694077448691718,-0.5145495656720188,0.42651067803960513,-14.614596355029573,-0.36133917897247586,3.03699909121973e-48,-0.48112517686858985,-0.592842608868008,6,19,0.2665457842522106,-0.5702351751180293,0.83678095937024,21,4,0,BANKING,25,11,0,14,0.2,0.48,0.32,False,False
afternoon_only,Entries in afternoon window only,top_5pct,0.05,18,0.3333333333333333,-0.4316728420444377,-0.4652312055406064,0.3628838382051756,-11.20316883434396,-0.4459083926633176,5.237512404018022e-45,-0.5573927826420388,-0.6831127232396398,6,12,-0.1494465597738003,-0.5727859831797564,0.4233394234059561,10,8,0,IT,15,0,0,18,0.2222222222222222,0.3888888888888889,0.3888888888888889,False,False
short_only,Only pool-side DOWN/short trades,top_50pct,0.5,30,0.3,-0.4550306175647813,-0.5914356146160484,0.36746970854946504,-13.21014772720656,-0.43521013899368727,1.963342826771082e-61,-0.5782094676288003,-0.7013883176928192,5,25,0.2939626732752396,-0.6048292757327854,0.8987919490080251,0,30,0,IT,18,3,3,24,0.1,0.36666666666666664,0.5333333333333333,False,False
short_only,Only pool-side DOWN/short trades,top_5pct,0.05,3,0.0,-0.48792151464037764,-0.5885437885506297,0.0,-0.7094724968577116,-1.4855171344586413,0.0004898117762260717,-0.6206821745959037,-0.7534428345514296,1,2,-0.7542920470634212,-0.35473624842885587,0.39955579863456536,0,3,0,IT,3,0,0,3,0.0,0.0,1.0,False,False
banking_only,BANKING sector only,top_25pct,0.25,13,0.23076923076923078,-0.4896793527865445,-1.1846794543237604,0.3901400680227005,-9.878282220422754,-0.41823629703540655,1.027800845960032e-20,-0.5790754591526943,-0.6684715655188443,2,11,-0.27995203924808765,-0.5278115916117185,0.2478595523636309,12,1,0,BANKING,13,8,0,5,0.15384615384615385,0.6153846153846154,0.23076923076923078,False,False
short_only,Only pool-side DOWN/short trades,top_25pct,0.25,15,0.26666666666666666,-0.5296513393054324,-0.7542920470634212,0.3379527680506438,-10.496589889448762,-0.4739995135537357,2.7683282593151985e-29,-0.6683013770714836,-0.8069514148375349,3,12,0.7591777743578035,-0.8518586177212414,1.611036392079045,0,15,0,IT,10,0,2,13,0.06666666666666667,0.4,0.5333333333333333,False,False
short_only,Only pool-side DOWN/short trades,all,1.0,59,0.2711864406779661,-0.5604729333007639,-1.1575103404516607,0.32782023545947003,-36.5413866422327,-0.49548835351955417,3.7679347372797106e-91,-0.6733663530443019,-0.7862597727878399,6,53,-0.04082827773294848,-0.6193006301574977,0.5784723524245492,0,59,0,IT,29,9,6,44,0.0847457627118644,0.5084745762711864,0.4067796610169492,False,False
it_only,IT sector only,top_5pct,0.05,5,0.0,-0.6043998984940885,-0.5885437885506297,0.0,-2.4334557039198126,-1.4347552639283516,4.098036684582246e-16,-0.7044143476525002,-0.8044287968109118,2,3,-0.9853041865410738,-0.3504637064627649,0.6348404800783088,3,2,0,IT,5,1,0,4,0.0,0.2,0.8,False,False
midday_only,Entries in midday window only,top_5pct,0.05,2,0.5,-0.719982264391136,-0.719982264391136,0.08900362414728659,0.0,-0.591523940525196,,-0.8421019550216999,-0.964221645652264,1,1,-1.5806479223744796,0.1406833935922076,1.7213313159666872,0,2,0,IT,2,0,2,0,0.0,0.5,0.5,False,False
short_only,Only pool-side DOWN/short trades,top_10pct,0.1,6,0.16666666666666666,-0.7344480652406432,-0.6714179178070254,0.030937297463812227,-3.6523963443804384,-1.0454637854375708,2.2278774373390233e-22,-0.865451812328658,-0.9964555594166725,1,5,-0.7542920470634212,-0.7304792688760876,0.023812778187333627,0,6,0,IT,6,0,1,5,0.0,0.3333333333333333,0.6666666666666666,False,False
