scenario,description,q_cohort,q_fraction,trades,win_rate,mean_r,median_r,profit_factor,max_drawdown_r,trade_sharpe,dsr,mean_r_cost_1_25x,mean_r_cost_1_50x,first_half_n,second_half_n,first_half_mean_r,second_half_mean_r,temporal_gap_r,long_n,short_n,sectors_with_30_trades,top_sector,top_sector_trades,morning_trades,midday_trades,afternoon_trades,target_exit_rate,stop_exit_rate,time_exit_rate,focused_survives,strict_ready
auto_only,AUTO sector only,top_10pct,0.1,20,0.8,0.9422283748795577,1.0061912741994086,4.622435463258563,-3.733702197654315,0.7104465247430458,1.0529040728846348e-16,0.8466319789114488,0.7510355829433395,15,5,1.0154123626792826,0.722676411480383,0.2927359511988996,20,0,0,AUTO,20,8,0,12,0.3,0.2,0.5,False,False
fmcg_only,FMCG sector only,top_5pct,0.05,3,0.6666666666666666,0.9314571607716284,1.5158543330834529,12.768059508085337,-0.23745388782194654,0.9201333878462797,0.03457914101365343,0.802384415526765,0.6733116702819011,2,1,1.515912685068416,-0.2374538878219464,1.7533665728903622,0,3,0,FMCG,3,0,0,3,0.0,0.0,1.0,False,False
long_morning,Long-only morning,top_25pct,0.25,53,0.6981132075471698,0.9173476329364122,1.3594588724021488,4.365905189485011,-5.700339355198453,0.6887151754676745,7.188183185642683e-51,0.8432808576883873,0.7692140824403626,26,27,1.3320878048677591,0.5179682081136336,0.8141195967541255,53,0,0,PHARMA,22,53,0,0,0.5094339622641509,0.16981132075471697,0.32075471698113206,False,False
midday_only,Entries in midday window only,all,1.0,28,0.75,0.8889501274959705,1.294818801367567,3.5650260994983904,-5.14543683108996,0.592823531383686,1.4350796245285703e-29,0.8005500346258552,0.7121499417557396,3,25,-0.49576891626568975,1.0551164127473696,1.5508853290130593,22,6,0,PHARMA,18,0,28,0,0.6428571428571429,0.21428571428571427,0.14285714285714285,False,False
long_morning_ex_banking_it,"Long-only morning, exclude BANKING and IT",top_25pct,0.25,42,0.6904761904761905,0.8867279295590867,1.2668750365033734,3.9930660659534207,-5.925832488108805,0.6383340847557708,7.269125594721421e-45,0.8101934793298944,0.733659029100702,17,25,1.4751516173994594,0.4865998218276335,0.9885517955718259,42,0,0,PHARMA,22,42,0,0,0.4523809523809524,0.21428571428571427,0.3333333333333333,False,False
morning_only,Entries in morning window only,top_25pct,0.25,55,0.6909090909090909,0.8707666959524507,1.3403240140722708,4.055461245839803,-5.756678665694286,0.6499756766878794,4.9696020438170735e-57,0.7971647556258876,0.7235628152993243,26,29,1.3320878048677591,0.45716846037320874,0.8749193444945504,55,0,0,PHARMA,24,55,0,0,0.4909090909090909,0.18181818181818182,0.32727272727272727,False,False
auto_only,AUTO sector only,top_50pct,0.5,97,0.7835051546391752,0.8582884194879106,0.7509999339408857,4.764624950541642,-11.204166872583329,0.6814845410857467,2.8732589933431436e-97,0.7674561637721785,0.6766239080564469,62,35,0.6500575550573172,1.2271545221935332,0.5770969671362159,97,0,1,AUTO,97,40,1,56,0.3402061855670103,0.15463917525773196,0.5051546391752577,False,False
auto_only,AUTO sector only,top_25pct,0.25,49,0.7755102040816326,0.8126368838117665,0.7491619064978986,4.035475755863173,-4.985663864872592,0.6112848583509513,2.8737790257683513e-54,0.7144572128799188,0.6162775419480717,38,11,0.768118526531928,0.9664275725966618,0.19830904606473376,49,0,1,AUTO,49,20,1,28,0.2857142857142857,0.1836734693877551,0.5306122448979592,False,False
long_morning_midday_ex_banking_it,"Long-only, block afternoon, exclude BANKING and IT",top_50pct,0.5,94,0.6595744680851063,0.7995744140389518,1.1506879698960064,3.524762284749544,-12.802145135686866,0.569312799084528,1.0976908230453673e-114,0.7244465081459321,0.6493186022529122,21,73,1.2330410719122924,0.67487852615758,0.5581625457547124,94,0,1,PHARMA,64,81,13,0,0.4787234042553192,0.22340425531914893,0.2978723404255319,False,False
fmcg_only,FMCG sector only,top_25pct,0.25,12,0.75,0.7638267368369417,1.1033615690389833,4.719913621899141,-0.8817871797911716,0.7337871405959715,1.4907181668380997e-08,0.6380045600052984,0.512182383173655,9,3,1.0446815195366284,-0.07873761126211742,1.1234191307987458,7,5,0,FMCG,12,1,0,11,0.25,0.08333333333333333,0.6666666666666666,False,False
