slice_id,family,slice_value,filter_expr,trades,win_rate,mean_r,median_r,profit_factor,max_drawdown_r,trade_sharpe,dsr,mean_r_cost_1_25x,mean_r_cost_1_50x,first_half_n,second_half_n,first_half_mean_r,second_half_mean_r,temporal_gap_r,unique_sectors,unique_symbols,top_sector,top_sector_trades,top_symbol,top_symbol_trades,long_n,short_n,target_exit_rate,stop_exit_rate,time_exit_rate,avg_bars_held,mean_p_touch,mean_p_direction,mean_q,candidate,diagnostic_only,reject_reason
q_percentile_tier:bottom50,q_percentile_tier,bottom50,q_percentile_tier == 'bottom50',13356,0.43224019167415395,-0.14583790342330388,-0.39693441385522016,0.7925769491441635,-1946.3976915047701,-0.10023118506199982,0.0,-0.28210432863586976,-0.4183707538484356,5940,7416,0.13122434624021917,-0.36775669562952384,0.498981041869743,5,22,AUTO,5976,MARUTI,2448,12204,1152,0.24273734651093143,0.417340521114106,0.33992213237496255,12.220724767894579,0.8070022850003619,0.794709162133564,0.41503967334656816,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; first_half_only
sector_x_direction:IT / UP,sector_x_direction,IT / UP,sector == 'IT' & direction == 'UP',2880,0.42604166666666665,-0.1518424709520462,-0.37688007675158364,0.7780924211245035,-435.708864696695,-0.10924788460706303,0.0,-0.27397512410985825,-0.3961077772676703,1260,1620,0.5455966696552695,-0.6942951358688474,1.2398918055241168,1,5,IT,2880,TECHM,2376,2880,0,0.26458333333333334,0.42291666666666666,0.3125,10.155902777777778,0.7961935562164745,0.7756506367241924,0.4324078541987046,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_sector; first_half_only
sector_x_direction:PHARMA / UP,sector_x_direction,PHARMA / UP,sector == 'PHARMA' & direction == 'UP',8352,0.4200191570881226,-0.1748805259290531,-0.7291684678738581,0.7627804719648013,-1734.7279245821283,-0.11881515503014085,0.0,-0.29252750535778915,-0.41017448478652513,2160,6192,-0.014151266639250648,-0.23094887219293767,0.21679760555368702,1,4,PHARMA,8352,DRREDDY,3996,8352,0,0.2413793103448276,0.4700670498084291,0.2885536398467433,11.25742337164751,0.810349952955499,0.812911921820929,0.4349298318486384,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_sector
factor:FVG,factor,FVG,factor_enriched == 'FVG',10836,0.4233111849390919,-0.17553805709673276,-0.5406106219690487,0.7589564517519579,-1899.9437462791404,-0.11997800637018223,0.0,-0.3053525154667567,-0.4351669738367805,4176,6660,0.10711833698453703,-0.3527712555476912,0.4598895925322282,5,23,AUTO,3708,DRREDDY,1656,9540,1296,0.22517534145441123,0.44601328903654486,0.32881136950904394,12.22000738279808,0.8056686067329182,0.8132070711388878,0.42334564966915655,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; first_half_only
sector:PHARMA,sector,PHARMA,sector == 'PHARMA',8568,0.4241363211951447,-0.17732704871635163,-0.7279992361373074,0.7582624782442792,-1726.42948804468,-0.12118637144225743,0.0,-0.29647895350626485,-0.4156308582961781,2160,6408,-0.014151266639250648,-0.2323301213266104,0.21817885468735976,1,5,PHARMA,8568,DRREDDY,4068,8352,216,0.23809523809523808,0.46451914098972924,0.2973856209150327,11.329715219421102,0.8093467101375235,0.8110443629075954,0.434739065779749,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_sector
tf_bucket:2,tf_bucket,2,tf_bucket == '2',6516,0.40776550030693676,-0.18409916294764717,-0.545199751598207,0.7472453883784204,-1237.580685269388,-0.12579486046888474,0.0,-0.3121916483365081,-0.4402841337253691,3024,3492,0.026606287443739697,-0.3665657385443121,0.39317202598805184,5,21,AUTO,2160,TVSMOTOR,1152,5796,720,0.24324739103744628,0.45656844689993864,0.3001841620626151,11.990024554941682,0.8082716635301608,0.7968056584318994,0.42156413163845446,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; first_half_only
tf_count_bucket:2,tf_count_bucket,2,tf_count_bucket == '2',6516,0.40776550030693676,-0.18409916294764717,-0.545199751598207,0.7472453883784204,-1237.580685269388,-0.12579486046888474,0.0,-0.3121916483365081,-0.4402841337253691,3024,3492,0.026606287443739697,-0.3665657385443121,0.39317202598805184,5,21,AUTO,2160,TVSMOTOR,1152,5796,720,0.24324739103744628,0.45656844689993864,0.3001841620626151,11.990024554941682,0.8082716635301608,0.7968056584318994,0.42156413163845446,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; first_half_only
volatility_x_distance:normal_vol / 3-5,volatility_x_distance,normal_vol / 3-5,vol_regime == 'normal_vol' & distance_bucket == '3-5',8172,0.4486049926578561,-0.18817945997727803,-0.3939814707358716,0.7328051000636534,-1536.2120190499018,-0.14125746797534253,0.0,-0.3203422323209897,-0.4525050046647014,2988,5184,0.1476356797938572,-0.3817395752620296,0.5293752550558868,5,21,AUTO,3240,MARUTI,1260,7380,792,0.35291238374938816,0.4231522271169848,0.223935389133627,10.841532060695057,0.8051369862016555,0.7944349046600185,0.4248913605046923,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; first_half_only
factor_x_distance:REJ / 3-5,factor_x_distance,REJ / 3-5,factor_enriched == 'REJ' & distance_bucket == '3-5',900,0.3933333333333333,-0.19225472856999773,-0.3722604406099397,0.7071545047620431,-172.26983375241193,-0.15211318799579984,0.0,-0.3365875585159764,-0.48092038846195495,324,576,0.1610446586248579,-0.390985633867104,0.5520302924919619,4,10,AUTO,540,TVSMOTOR,288,792,108,0.33111111111111113,0.3466666666666667,0.32222222222222224,12.533333333333333,0.8362168275196828,0.7348435904322772,0.3926111648168616,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; first_half_only
symbol:SBIN,symbol,SBIN,symbol == 'SBIN',576,0.3958333333333333,-0.20937946114032802,-0.5217442698819278,0.7149738695271685,-127.07246206235205,-0.13485702192228097,0.0,-0.40316938186515294,-0.5969593025899779,180,396,-0.458603419210315,-0.09609584383578845,0.36250757537452655,1,1,BANKING,576,SBIN,576,576,0,0.19444444444444445,0.328125,0.4774305555555556,10.151041666666666,0.7996689037415996,0.6557770035233527,0.3834081413185688,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_symbol; one_sector
q_percentile_tier:top5,q_percentile_tier,top5,q_percentile_tier == 'top5',1368,0.4137426900584795,-0.22232717391056822,-0.3331828376954503,0.6858708528625808,-645.1595727725231,-0.16261286263203145,0.0,-0.37105185224562215,-0.519776530580676,612,756,0.2464124223596049,-0.6017830375578511,0.848195459917456,4,8,IT,1080,TECHM,540,864,504,0.27850877192982454,0.3793859649122807,0.34210526315789475,10.500730994152047,0.7858795661832506,0.7371916560912651,0.46172845252320893,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; first_half_only
