slice_id,family,slice_value,filter_expr,trades,win_rate,mean_r,median_r,profit_factor,max_drawdown_r,trade_sharpe,dsr,mean_r_cost_1_25x,mean_r_cost_1_50x,first_half_n,second_half_n,first_half_mean_r,second_half_mean_r,temporal_gap_r,unique_sectors,unique_symbols,top_sector,top_sector_trades,top_symbol,top_symbol_trades,long_n,short_n,target_exit_rate,stop_exit_rate,time_exit_rate,avg_bars_held,mean_p_touch,mean_p_direction,mean_q,candidate,diagnostic_only,reject_reason
sector_x_direction:FMCG / DOWN,sector_x_direction,FMCG / DOWN,sector == 'FMCG' & direction == 'DOWN',504,0.4880952380952381,-0.22884374873823596,-0.2374538878219464,0.6737421402126782,-233.50151709098907,-0.1701498579412764,0.0,-0.42724667281849754,-0.6256495968987591,252,252,0.009282625778333,-0.4669701232548049,0.4762527490331379,1,3,FMCG,504,DABUR,252,0,504,0.2996031746031746,0.3273809523809524,0.373015873015873,11.234126984126984,0.8023540984720826,0.6601953359931759,0.44255341989594266,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_sector; first_half_only
symbol:SUNPHARMA,symbol,SUNPHARMA,symbol == 'SUNPHARMA',936,0.38461538461538464,-0.2317277030614339,-0.956052214246542,0.6778148595633996,-231.44920367542213,-0.17334516103532024,0.0,-0.3426745537903648,-0.4536214045192958,900,36,-0.18122660873149743,-1.4942550613098449,1.3130284525783473,1,1,PHARMA,936,SUNPHARMA,936,900,36,0.26282051282051283,0.4807692307692308,0.2564102564102564,13.362179487179487,0.8142464089661455,0.8061843541085515,0.43548236696367243,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_symbol; one_sector
q_percentile_tier:top10-5,q_percentile_tier,top10-5,q_percentile_tier == 'top10-5',1440,0.3972222222222222,-0.25014195184889554,-0.5823470213108768,0.6483271313261966,-483.4539613214066,-0.19108469597211677,0.0,-0.43332734049514154,-0.6165127291413877,612,828,0.4055110609176656,-0.734755048241571,1.1402661091592365,4,10,FMCG,792,HINDUNILVR,504,1152,288,0.21388888888888888,0.30416666666666664,0.48194444444444445,9.981944444444444,0.7989331739443457,0.7104306892696073,0.45166617851902485,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; first_half_only
sector_x_direction:PHARMA / DOWN,sector_x_direction,PHARMA / DOWN,sector == 'PHARMA' & direction == 'DOWN',216,0.5833333333333334,-0.2719259298252285,0.1309077543401804,0.5407616678674072,-64.19157898891987,-0.25246636267214506,0.0,-0.4492682819139931,-0.6266106340027575,36,180,-1.664514393293452,0.006591762868416091,1.671106156161868,1,4,PHARMA,216,DIVISLAB,72,0,216,0.1111111111111111,0.25,0.6388888888888888,14.125,0.7705546545091335,0.7388320849253655,0.4273627777826933,False,True,mean_R<=0.10; PF<=1.30; cost1.5x<=0; one_sector
symbol:BRITANNIA,symbol,BRITANNIA,symbol == 'BRITANNIA',1296,0.3101851851851852,-0.280255460633111,-1.3436956503964246,0.6553224374000269,-389.53101050453995,-0.18197803220283365,0.0,-0.3882611853351976,-0.4962669100372842,1152,144,-0.19592501689089958,-0.9548990105708022,0.7589739936799026,1,1,FMCG,1296,BRITANNIA,1296,1260,36,0.12731481481481483,0.5231481481481481,0.34953703703703703,16.837962962962962,0.8113982061337564,0.8456253673334521,0.42849530173392053,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_symbol; one_sector
symbol:HINDUNILVR,symbol,HINDUNILVR,symbol == 'HINDUNILVR',612,0.24019607843137256,-0.31449391299135326,-0.5819820145755963,0.473409777572508,-191.4842411065876,-0.32784626247916554,0.0,-0.5519592559171409,-0.7894245988429286,540,72,-0.3689728383744766,0.09409802738207221,0.46307086575654877,1,1,FMCG,612,HINDUNILVR,612,396,216,0.10947712418300654,0.0392156862745098,0.8513071895424836,9.236928104575163,0.8065962877357812,0.6247012939886717,0.4484464828944111,False,True,mean_R<=0.10; PF<=1.30; win<=50%; cost1.5x<=0; one_symbol; one_sector
symbol:HDFCBANK,symbol,HDFCBANK,symbol == 'HDFCBANK',504,0.2916666666666667,-0.330409057664699,-1.3213821328751718,0.6595681029762651,-172.75813759367298,-0.18724009388898707,0.0,-0.46576779358154613,-0.6011265294983933,108,396,-0.22382272643011158,-0.35947805709231373,0.13565533066220214,1,1,BANKING,504,HDFCBANK,504,108,396,0.2261904761904762,0.6190476190476191,0.15476190476190477,10.011904761904763,0.7825919955932004,0.7816305921817196,0.42343148743214426,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_symbol; one_sector
sector:IT,sector,IT,sector == 'IT',4176,0.3632662835249042,-0.3353728993826357,-0.690460055291445,0.5616870339235133,-1398.9197761766827,-0.2518061039075809,0.0,-0.4687668896617076,-0.6021608799407795,1296,2880,0.49760995246237827,-0.710215182712892,1.2078251351752702,1,5,IT,4176,TECHM,2448,2880,1296,0.21455938697318008,0.45330459770114945,0.3321360153256705,10.32638888888889,0.79729939593956,0.7563262319216685,0.4328460601699156,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_sector; first_half_only
symbol:KOTAKBANK,symbol,KOTAKBANK,symbol == 'KOTAKBANK',216,0.3055555555555556,-0.3450296471566203,-1.264291311009907,0.6249388567873262,-75.36496383333903,-0.2166673348800807,0.0,-0.4457986989586388,-0.5465677507606573,108,108,-1.3707165868274058,0.6806572925141652,2.051373879341571,1,1,BANKING,216,KOTAKBANK,216,108,108,0.1527777777777778,0.6620370370370371,0.18518518518518517,8.86574074074074,0.7844242842468845,0.865177846568776,0.4267679275736959,False,True,mean_R<=0.10; PF<=1.30; win<=50%; cost1.5x<=0; one_symbol; one_sector
sector:FMCG,sector,FMCG,sector == 'FMCG',2664,0.3108108108108108,-0.39097432724876446,-0.7391836260537804,0.5219709539920745,-1040.121417775837,-0.28578783746388386,0.0,-0.5519141166941756,-0.7128539061395867,1908,756,-0.2721700358024416,-0.6908137294704365,0.4186436936679949,1,4,FMCG,2664,BRITANNIA,1296,2160,504,0.1614114114114114,0.43355855855855857,0.40503003003003,12.972222222222221,0.804025586862079,0.7426679971137233,0.43765045507739014,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_sector
sector_x_direction:FMCG / UP,sector_x_direction,FMCG / UP,sector == 'FMCG' & direction == 'UP',2160,0.26944444444444443,-0.4288047955678877,-0.9759439917483144,0.49257723786106966,-924.7841684117705,-0.3127809106826912,0.0,-0.5810031869318337,-0.7332015782957798,1656,504,-0.3149997886516899,-0.8027355325782521,0.4877357439265622,1,3,FMCG,2160,BRITANNIA,1260,2160,0,0.12916666666666668,0.4583333333333333,0.4125,13.377777777777778,0.8044156008197447,0.7619116180418511,0.43650642995306116,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_sector
sector_x_direction:BANKING / UP,sector_x_direction,BANKING / UP,sector == 'BANKING' & direction == 'UP',2016,0.3412698412698413,-0.4335868247060316,-1.1848163560002445,0.4772804016027592,-962.7117471969688,-0.32193285435520846,0.0,-0.5885908011449453,-0.7435947775838593,324,1692,-0.011454667470296442,-0.5144206420490447,0.5029659745787483,1,5,BANKING,2016,AXISBANK,1044,2016,0,0.2058531746031746,0.49503968253968256,0.29910714285714285,10.699900793650794,0.7837227278794421,0.7438359776447196,0.41436433352622914,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_sector
symbol:LUPIN,symbol,LUPIN,symbol == 'LUPIN',2772,0.31385281385281383,-0.4395574262295186,-1.2503018768641725,0.5293920737664564,-1233.0732109127816,-0.29388628315814697,0.0,-0.5598783817795151,-0.6801993373295117,396,2376,-1.2603715849522934,-0.30275506644238936,0.957616518509904,1,1,PHARMA,2772,LUPIN,2772,2772,0,0.2261904761904762,0.6403318903318903,0.13347763347763347,7.8896103896103895,0.8079947497757962,0.7208736986274819,0.4361447403131002,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_symbol; one_sector
sector:BANKING,sector,BANKING,sector == 'BANKING',2520,0.31706349206349205,-0.45836037773973604,-1.2436556380791208,0.48140951174649077,-1159.9270719647277,-0.3206712662334556,0.0,-0.6093541359721708,-0.7603478942046054,324,2196,-0.011454667470296442,-0.5242972858122762,0.5128426183419798,1,5,BANKING,2520,AXISBANK,1044,2016,504,0.198015873015873,0.5412698412698412,0.26071428571428573,10.10515873015873,0.7838079875829183,0.7575635332941456,0.41559487730347094,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_sector
factor_x_distance:EQHL / 3-5,factor_x_distance,EQHL / 3-5,factor_enriched == 'EQHL' & distance_bucket == '3-5',4932,0.35077047850770476,-0.4591808655992172,-0.9735333620672818,0.4414102675924284,-2580.925261939329,-0.3764727330194468,0.0,-0.6099606580859513,-0.7607404505726852,1476,3456,0.08749553632634789,-0.6926572455882607,0.7801527819146086,5,19,PHARMA,2196,LUPIN,936,4536,396,0.28203568532035683,0.45904298459042986,0.2589213300892133,8.923357664233576,0.8018685289270193,0.7543518094427777,0.4432492341915997,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; first_half_only
vol_regime:high_vol,vol_regime,high_vol,vol_regime == 'high_vol',2340,0.28034188034188035,-0.47831604349658335,-1.1928301509053534,0.4363505185032511,-1278.5496582999856,-0.3913848462647772,0.0,-0.5700288469760785,-0.6617416504555738,180,2160,1.0114303265270137,-0.602461574331883,1.6138919008588966,4,13,PHARMA,1692,LUPIN,1080,2196,144,0.20726495726495728,0.6230769230769231,0.16965811965811967,10.543162393162394,0.8089710907664864,0.7853868371777908,0.431060480910092,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; first_half_only
symbol:INFY,symbol,INFY,symbol == 'INFY',144,0.3333333333333333,-0.4952861058911705,-1.4525447526175808,0.5337420785000719,-81.20734387113094,-0.3072428544570735,1.0640088247028e-309,-0.6481372000581778,-0.8009882942251854,108,36,-0.19449269684189469,-1.3976663330389982,1.2031736361971035,1,1,IT,144,INFY,144,36,108,0.2222222222222222,0.6666666666666666,0.1111111111111111,6.680555555555555,0.7683896351409832,0.5768777048294944,0.42090116911333686,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_symbol; one_sector
time_x_direction:afternoon / DOWN,time_x_direction,afternoon / DOWN,time_bucket == 'afternoon' & direction == 'DOWN',2124,0.3370998116760829,-0.5053842954580969,-0.8465862345181275,0.428525650963188,-1071.6202598158934,-0.3664277954175805,0.0,-0.6816699276302661,-0.8579555598024352,324,1800,0.02593374848935211,-0.6010215433686378,0.6269552918579899,5,15,IT,900,TCS,468,0,2124,0.18220338983050846,0.4576271186440678,0.3601694915254237,10.145951035781545,0.7928454743301614,0.7036171258571037,0.4356361390661066,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; first_half_only
sector_x_direction:BANKING / DOWN,sector_x_direction,BANKING / DOWN,sector == 'BANKING' & direction == 'DOWN',504,0.22023809523809523,-0.5574545898745538,-1.3450963185067,0.4938487719335122,-288.84688993003965,-0.32439789269010294,0.0,-0.6924074752810717,-0.8273603606875898,216,288,0.5797343431337288,-1.4103462896307655,1.9900806327644944,1,2,BANKING,504,HDFCBANK,396,0,504,0.16666666666666666,0.7261904761904762,0.10714285714285714,7.726190476190476,0.7841490263968239,0.8124737558918498,0.42051705241243864,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_sector; first_half_only
factor:PD,factor,PD,factor_enriched == 'PD',252,0.2619047619047619,-0.5669026272484002,-0.5871215954702013,0.33353519801910564,-186.46037792485524,-0.4794673016912309,0.0,-0.7411592419201626,-0.9154158565919249,72,180,0.6574591425309696,-1.0566473351601482,1.714106477691118,2,4,BANKING,180,SBIN,144,252,0,0.20634920634920634,0.44047619047619047,0.3531746031746032,10.30952380952381,0.7827849488920439,0.6484459402716601,0.326683614196101,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; first_half_only
direction:DOWN,direction,DOWN,direction == 'DOWN',2664,0.3036786786786787,-0.5865189313863358,-1.2057499356804664,0.36327272421221574,-1560.6704494760922,-0.44582192095733053,0.0,-0.751625913841328,-0.9167328962963202,324,2340,0.02593374848935211,-0.6713200716768157,0.6972538201661679,5,15,IT,1296,WIPRO,576,0,2664,0.15765765765765766,0.5135135135135135,0.32882882882882886,10.362612612612613,0.7951761364374225,0.719970942981964,0.4324701616205543,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; first_half_only
symbol:NESTLEIND,symbol,NESTLEIND,symbol == 'NESTLEIND',504,0.35714285714285715,-0.5871706955334962,-1.4167209031668357,0.4134051587362191,-297.0409971199138,-0.4357709174104256,0.0,-0.7642838024158062,-0.9413969092981161,468,36,-0.5113241186697227,-1.573176194762551,1.0618520760928285,1,1,FMCG,504,NESTLEIND,504,504,0,0.2261904761904762,0.6428571428571429,0.13095238095238096,9.357142857142858,0.775610073780224,0.6672873635560206,0.4483886794541803,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_symbol; one_sector
symbol:WIPRO,symbol,WIPRO,symbol == 'WIPRO',720,0.25833333333333336,-0.6369926755952661,-1.158842158376717,0.25049957595778877,-456.8168893180901,-0.6262772646295585,0.0,-0.7610453790945447,-0.8850980825938234,504,216,-0.6207220422618096,-0.6749574867066647,0.05423544444485506,1,1,IT,720,WIPRO,720,144,576,0.09166666666666666,0.525,0.38333333333333336,11.215277777777779,0.8104771166719078,0.7854804425604927,0.42114272175474904,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_symbol; one_sector
symbol:HCLTECH,symbol,HCLTECH,symbol == 'HCLTECH',72,0.3333333333333333,-0.6428462118812589,-1.377673970836507,0.347597723249516,-45.980926987771845,-0.531926339900774,7.376946848295028e-153,-0.7718396367137541,-0.9008330615462494,36,36,-1.4450671488808169,0.15937472511829923,1.6044418739991162,1,1,IT,72,HCLTECH,72,72,0,0.3055555555555556,0.625,0.06944444444444445,8.13888888888889,0.7840303566998439,0.7097838633966067,0.42818340699024204,False,True,n<100; mean_R<=0.10; PF<=1.30; win<=50%; cost1.5x<=0; one_symbol; one_sector
volatility_x_distance:high_vol / 3-5,volatility_x_distance,high_vol / 3-5,vol_regime == 'high_vol' & distance_bucket == '3-5',1728,0.2337962962962963,-0.6576602459844453,-1.218976943132313,0.28331972577798287,-1231.7072333229935,-0.6245832180842884,0.0,-0.749076821964759,-0.8404933979450725,36,1692,1.424547223077287,-0.7019625325602269,2.126509755637514,4,11,PHARMA,1368,LUPIN,828,1620,108,0.17881944444444445,0.671875,0.14930555555555555,9.721064814814815,0.820249758287651,0.7886506879734947,0.42997293632479733,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; first_half_only
factor:PM,factor,PM,factor_enriched == 'PM',108,0.19444444444444445,-0.6578212660459641,-0.5137916167842017,0.14533593517204613,-70.7875695501358,-0.8093921799326187,6.2050500352887165e-282,-0.8179402410782293,-0.9780592161104944,72,36,-0.2111860546645928,-1.551091688808707,1.3399056341441142,1,1,AUTO,108,MARUTI,108,72,36,0.16666666666666666,0.3888888888888889,0.4444444444444444,13.75925925925926,0.779631348911007,0.7087641763336258,0.3532458881270307,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_symbol; one_sector
factor_x_distance:PM / 3-5,factor_x_distance,PM / 3-5,factor_enriched == 'PM' & distance_bucket == '3-5',108,0.19444444444444445,-0.6578212660459641,-0.5137916167842017,0.14533593517204613,-70.7875695501358,-0.8093921799326187,6.2050500352887165e-282,-0.8179402410782293,-0.9780592161104944,72,36,-0.2111860546645928,-1.551091688808707,1.3399056341441142,1,1,AUTO,108,MARUTI,108,72,36,0.16666666666666666,0.3888888888888889,0.4444444444444444,13.75925925925926,0.779631348911007,0.7087641763336258,0.3532458881270307,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_symbol; one_sector
factor_x_distance:PD / 3-5,factor_x_distance,PD / 3-5,factor_enriched == 'PD' & distance_bucket == '3-5',216,0.2222222222222222,-0.6741166503841087,-0.5871215954702013,0.27204097169606023,-189.21011234122582,-0.588481913160877,0.0,-0.8374696482458714,-1.0008226461076342,36,180,1.2385367734960882,-1.0566473351601482,2.2951841086562363,2,3,BANKING,144,SBIN,144,216,0,0.18518518518518517,0.4861111111111111,0.3287037037037037,9.777777777777779,0.7876956598553922,0.6499212788786968,0.3240525463740785,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; first_half_only
sector_x_direction:IT / DOWN,sector_x_direction,IT / DOWN,sector == 'IT' & direction == 'DOWN',1296,0.22376543209876543,-0.7432182958950568,-1.187668796270466,0.21343320791687226,-961.1677173380111,-0.683378326840774,0.0,-0.9016374797769283,-1.0600566636587998,180,1116,-1.2543616892635419,-0.6607758130936884,0.5935858761698535,1,4,IT,1296,WIPRO,576,0,1296,0.10339506172839506,0.5208333333333334,0.3757716049382716,10.705246913580247,0.7997568175464168,0.7133831101382817,0.4338198512170509,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_sector
symbol:DABUR,symbol,DABUR,symbol == 'DABUR',252,0.39285714285714285,-0.753731053613517,-1.5179491164989574,0.25538728955134443,-187.7943717794171,-0.6249569439162803,0.0,-0.9687087684127429,-1.1836864832119685,108,144,-0.9508394243892089,-0.6058997755317483,0.34493964885746053,1,1,FMCG,252,DABUR,252,0,252,0.3333333333333333,0.5119047619047619,0.15476190476190477,9.392857142857142,0.8166971546496009,0.6504247821170787,0.43703872739174515,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_symbol; one_sector
time_x_direction:midday / DOWN,time_x_direction,midday / DOWN,time_bucket == 'midday' & direction == 'DOWN',216,0.20833333333333334,-0.8749055976834187,-1.2461898249972398,0.08962759138548773,-186.9268238018346,-1.0620117275275789,0.0,-1.0032386154826491,-1.131571633281879,36,180,-1.6862099754519513,-0.7126447221297122,0.9735652533222391,1,2,IT,216,WIPRO,144,0,216,0.0,0.6111111111111112,0.3888888888888889,16.38888888888889,0.8151607389369665,0.7640515803839586,0.41998497413901814,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_sector
symbol:AXISBANK,symbol,AXISBANK,symbol == 'AXISBANK',1044,0.19636015325670497,-0.8899968011433423,-1.2456307340533048,0.15344310939512268,-927.7433137767849,-0.925837491768356,0.0,-1.0329951205708785,-1.1759934399984147,216,828,-0.24819931890609673,-1.057422231292189,0.8092229123860923,1,1,BANKING,1044,AXISBANK,1044,1044,0,0.13505747126436782,0.6839080459770115,0.1810344827586207,9.49712643678161,0.7786946139129893,0.7783782540277342,0.4285069132576462,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_symbol; one_sector
sector_x_direction:AUTO / DOWN,sector_x_direction,AUTO / DOWN,sector == 'AUTO' & direction == 'DOWN',144,0.25,-1.0017024877090936,-1.7051441702044707,0.2520645995793991,-192.85777641891718,-0.7037043452549196,1.404979256976714e-223,-1.1976501468527303,-1.3935978059963672,36,108,1.3503505052446556,-1.7857201520270098,3.1360706572716657,1,2,AUTO,144,MARUTI,108,0,144,0.1875,0.75,0.0625,7.8125,0.8043542473696943,0.6364245049361587,0.434528509273421,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_sector; first_half_only
symbol:TCS,symbol,TCS,symbol == 'TCS',792,0.09722222222222222,-1.0024618850223823,-1.1106806066042576,0.04806712495992255,-793.4306747212487,-1.1872057164919931,0.0,-1.1976421566600293,-1.392822428297676,36,756,-1.181925149288818,-0.9939160152954094,0.18800913399340868,1,1,IT,792,TCS,792,252,540,0.06818181818181818,0.4734848484848485,0.4583333333333333,10.327020202020202,0.7993560711350114,0.6702619138090649,0.4445570528477723,False,True,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_symbol; one_sector
day_of_week:Sunday,day_of_week,Sunday,day_of_week == 'Sunday',36,0.0,-1.2968426981443855,-1.2761375117172473,0.0,-45.28132802558408,-15.748454873267928,1.516568589019804e-120,-1.3838004101102521,-1.4707581220761183,0,36,,-1.2968426981443855,,1,1,PHARMA,36,LUPIN,36,36,0,0.0,1.0,0.0,0.3333333333333333,0.7533206831119545,0.8366336633663365,0.42108551994990784,False,True,n<100; mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_symbol; one_sector
p_touch_tier:95+,p_touch_tier,95+,p_touch_tier == '95+',36,0.0,-1.5648649950131588,-1.5294764681484159,0.0,-54.576596930493196,-10.579016178815547,1.4453516400759506e-149,-1.731441486020878,-1.8980179770285963,0,36,,-1.5648649950131588,,1,1,AUTO,36,TVSMOTOR,36,36,0,0.0,1.0,0.0,2.6666666666666665,0.9552238805970151,0.5829340634268765,0.3938391982928599,False,True,n<100; mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_symbol; one_sector
symbol:CIPLA,symbol,CIPLA,symbol == 'CIPLA',36,0.0,-1.664514393293452,-1.8198244074067818,0.0,-57.85937358705522,-4.058711858505533,2.996840049716573e-81,-1.9087574648505279,-2.1530005364076037,0,36,,-1.664514393293452,,1,1,PHARMA,36,CIPLA,36,0,36,0.0,0.6666666666666666,0.3333333333333333,8.75,0.7533206831119545,0.6169154228855722,0.4510183749430371,False,True,n<100; mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0; one_symbol; one_sector
q_percentile_tier:top25-10,q_percentile_tier,top25-10,q_percentile_tier == 'top25-10',3888,0.5272633744855967,0.21434996474800685,0.1307756306384626,1.3483033178076398,-274.21517985996155,0.12897041018906752,0.0,0.08394569583057507,-0.04645857308685676,1872,2016,0.36835316476057606,0.07134699330776408,0.297006171452812,4,14,PHARMA,1980,LUPIN,864,3888,0,0.3338477366255144,0.382201646090535,0.2839506172839506,11.974279835390947,0.804057862105941,0.8133386401562015,0.4488449545496814,False,False,cost1.5x<=0
day_of_week:Thursday,day_of_week,Thursday,day_of_week == 'Thursday',5832,0.5577846364883402,0.18880606621112322,0.3664910778841918,1.3297668087077918,-518.5456173350402,0.12338287181587018,0.0,0.06579159317005373,-0.05722287987101583,2340,3492,0.3606378706255689,0.07366104263443289,0.286976827991136,5,21,AUTO,2952,MARUTI,1872,5292,540,0.32253086419753085,0.37448559670781895,0.3029835390946502,11.75462962962963,0.7971408003183591,0.8332769539136445,0.42612723194414337,False,False,cost1.5x<=0
direction_conf_tier:80+,direction_conf_tier,80+,direction_conf_tier == '80+',14688,0.5171568627450981,0.17880913329502512,0.024310138752417373,1.3107452081238617,-900.1963907148811,0.11465194548222346,0.0,0.06585409022033055,-0.04710095285436401,7704,6984,0.28151424427833177,0.06551586654024351,0.21599837773808828,5,20,AUTO,5328,DRREDDY,3744,13824,864,0.2969090413943355,0.36485566448801743,0.3382352941176471,13.19614651416122,0.8067908849404845,0.9039538928938605,0.4299221746159352,False,False,cost1.5x<=0
time_x_distance:midday / 3-5,time_x_distance,midday / 3-5,time_bucket == 'midday' & distance_bucket == '3-5',1008,0.5456349206349206,0.051164750797699214,0.33779907625411515,1.0879976197411885,-247.2286242931336,0.03772662354607223,0.0,-0.09588381553610419,-0.24293238186990762,252,756,-1.0028267747029744,0.4024952592979238,1.4053220340008983,4,10,PHARMA,396,SUNPHARMA,252,864,144,0.42956349206349204,0.33630952380952384,0.23412698412698413,13.620039682539682,0.7959440715897813,0.6811149060272896,0.4141405578313456,False,False,mean_R<=0.10; PF<=1.30; cost1.5x<=0
confluence_bucket:2,confluence_bucket,2,confluence_bucket == '2',504,0.375,-0.07287630755891941,-0.3694178214674686,0.90704007548552,-217.6725173825235,-0.04047664324300835,0.0,-0.23302236375894259,-0.3931684199589656,324,180,-0.5966263651852679,0.8698737961685078,1.4665001613537756,4,7,AUTO,360,TVSMOTOR,216,468,36,0.27380952380952384,0.4523809523809524,0.27380952380952384,10.192460317460318,0.8132947895392221,0.7401350660807323,0.4147092522289911,False,False,mean_R<=0.10; PF<=1.30; win<=50%; cost1.5x<=0
factor_x_distance:OB / 5-8,factor_x_distance,OB / 5-8,factor_enriched == 'OB' & distance_bucket == '5-8',1548,0.4166666666666667,-0.09183050965905001,-0.3960287941166295,0.8681329433155209,-261.512985780982,-0.05841443268201975,0.0,-0.21288564181836092,-0.3339407739776718,792,756,-0.25959336653476184,0.08392105468693371,0.34351442122169557,5,14,PHARMA,612,DRREDDY,324,1476,72,0.14082687338501293,0.4321705426356589,0.42700258397932817,14.069767441860465,0.7952743434598898,0.8250969636249732,0.439172177234386,False,False,mean_R<=0.10; PF<=1.30; win<=50%; cost1.5x<=0
factor:OB,factor,OB,factor_enriched == 'OB',4248,0.4378531073446328,-0.14491645596119218,-0.5436002429800985,0.7867457181469141,-622.3125802902049,-0.10341432158211075,0.0,-0.26987927513402143,-0.39484209430685063,1908,2340,-0.2833443188965759,-0.032044506183110104,0.2512998127134658,5,18,PHARMA,1836,DRREDDY,828,3924,324,0.2631826741996234,0.4110169491525424,0.3258003766478343,12.25894538606403,0.8026711130938424,0.8005228632204966,0.43733281561149057,False,False,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0
factor_x_distance:OB / 3-5,factor_x_distance,OB / 3-5,factor_enriched == 'OB' & distance_bucket == '3-5',2700,0.45,-0.1753523985077537,-0.5451780049109471,0.7382382522450687,-535.4997070033164,-0.13565495894863389,0.0,-0.3025556249016668,-0.42975885129557995,1116,1584,-0.3001998334759278,-0.08739170568926741,0.21280812778666042,5,17,PHARMA,1224,DRREDDY,504,2448,252,0.3333333333333333,0.3988888888888889,0.2677777777777778,11.220740740740741,0.8069119276839752,0.78643371232193,0.43627824828103057,False,False,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0
p_touch_tier:80-85,p_touch_tier,80-85,p_touch_tier == '80-85',9468,0.4152936206168145,-0.2135339644633666,-0.5749392010862956,0.714194238387199,-2020.326228922302,-0.14691138101295007,0.0,-0.3534574103692195,-0.4933808562750724,4104,5364,-0.02513299241215831,-0.35767967462335143,0.3325466822111931,5,23,AUTO,3348,MARUTI,1512,8568,900,0.22264469792986905,0.43652302492606676,0.3408322771440642,11.33312209547951,0.8197699946536136,0.788431464781991,0.4296541633358584,False,False,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0
tf_bucket:3,tf_bucket,3,tf_bucket == '3',5724,0.41264849755415794,-0.2295358957739788,-0.47361145157104234,0.6856214570145994,-1312.4501207933995,-0.16326595158045004,0.0,-0.3693872754113255,-0.509238655048672,2520,3204,-0.04246271937023489,-0.37667210193422684,0.33420938256399196,5,19,AUTO,1944,MARUTI,792,5220,504,0.22396925227113906,0.43570929419986026,0.3403214535290007,11.70335429769392,0.801322626847863,0.783328133255653,0.4238461859045052,False,False,mean_R<=0.10; PF<=1.30; win<=50%; second_half<=0; cost1.5x<=0
